volatile acidity,sulphates,alcohol,quality
0.15,0.43,11.9,6
0.25,0.4,12.5,6
0.28,0.4,13.4,5
0.27,0.84,12.7,5
0.25,0.46,9.1,5
0.19,0.5,10.5,6
0.25,0.7,10.4,5
0.25,0.7,10.4,5
0.28,0.59,12.5,8
0.25,0.7,10.4,5
0.21,0.48,9,5
0.15,0.42,9.8,6
0.21,0.48,9,5
0.28,0.43,10.7,4
0.18,0.49,12.4,6
0.53,0.5,12.5,8
0.28,0.59,12.5,8
0.36,0.43,12.1,7
0.25,0.59,11.3,6
0.24,0.43,12,5
0.25,0.6,10.4,5
0.15,0.46,12.2,7
0.28,0.43,8.6,5
0.25,0.46,9.1,5
0.28,0.33,12.1,5
0.35,0.81,12,5
0.19,0.5,10.5,6
0.25,0.7,10.4,5
0.35,0.42,11.9,6
0.31,0.52,13.7,7
0.17,0.72,11.3,6
0.23,0.42,10.5,6
0.31,0.52,13.7,7
0.2,0.44,10.1,3
0.37,0.39,12.3,6
0.36,0.33,12,7
0.17,0.72,11.3,6
0.28,0.51,9.5,6
0.27,0.53,11.4,6
0.25,0.48,11.9,7
0.24,0.54,10,6
0.24,0.54,10,6
0.13,0.6,11.3,7
0.78,0.48,11.7,5
0.33,0.39,11,7
0.34,0.48,12.2,7
0.14,0.54,10.7,7
0.26,0.34,10.9,6
0.29,0.38,10.2,6
0.25,0.48,11.9,7
0.21,0.48,11.1,5
0.26,0.5,11.2,6
0.27,0.53,11.4,6
0.25,0.57,10.6,6
0.35,0.53,10.3,5
0.3,0.57,10.4,4
0.24,0.62,11.9,6
0.23,0.43,11.9,7
0.23,0.7,10.4,5
0.24,0.47,9.2,6
0.17,0.43,11.3,6
0.17,0.43,11.3,6
0.21,0.5,11,7
0.23,0.43,11.9,7
0.28,0.64,12.9,7
0.19,0.31,10.8,5
0.25,0.47,9.1,6
0.23,0.7,10.4,5
0.18,0.37,12.9,6
0.18,0.44,12.2,5
0.24,0.47,9.2,6
0.23,0.46,10.3,5
0.17,0.46,11,7
0.3,0.65,11,5
0.24,0.62,11.7,6
0.21,0.43,12,6
0.33,0.43,12.7,6
0.35,0.49,8.8,5
0.17,0.43,11.3,6
0.25,0.4,12.8,6
0.16,0.44,11.2,6
0.39,0.51,8.9,6
0.19,0.39,11.2,5
0.25,0.4,11.1,6
0.22,0.51,10.8,6
0.19,0.42,9.3,6
0.39,0.51,8.9,6
0.33,0.36,12.7,7
0.17,0.4,12,6
0.19,0.39,11.2,5
0.23,0.43,8.8,6
0.23,0.43,8.8,6
0.23,0.43,8.8,6
0.32,0.47,10.4,6
0.23,0.43,8.8,6
0.32,0.47,10.4,6
0.39,0.45,14,6
0.23,0.43,8.8,6
0.25,0.43,13.1,6
0.29,0.42,12.3,6
0.4,0.46,12.6,6
0.39,0.44,12,7
0.17,0.47,9.5,5
0.39,0.44,12,7
0.36,0.49,12.7,7
0.19,0.39,10.5,6
0.34,0.54,12.9,6
0.17,0.47,9.5,5
0.39,0.44,12,7
0.36,0.49,12.7,7
0.3,0.66,11.9,6
0.68,0.45,12,6
0.34,0.41,12.5,6
0.28,0.43,12.1,7
0.19,0.36,12.5,6
0.16,0.58,9.9,6
0.17,0.41,10.7,6
0.2,0.35,12,6
0.33,0.31,12.2,8
0.33,0.32,12.4,8
0.36,0.32,12.4,8
0.21,0.31,10.3,6
0.2,0.35,12,6
0.41,0.4,10.5,5
0.15,0.44,9.5,6
0.2,0.35,10.5,4
0.24,0.36,12.3,6
0.16,0.37,11.9,6
0.12,0.45,9.8,5
0.24,0.36,12.3,6
0.1,0.56,11.4,7
0.21,0.43,11,6
0.3,0.56,10.8,4
0.18,0.37,12.8,7
0.17,0.5,11,8
0.19,0.36,10.2,5
0.28,0.6,12.5,7
0.24,0.37,11.6,6
0.16,0.37,11.9,6
0.12,0.45,9.8,5
0.16,0.48,11,5
0.21,0.52,10.9,6
0.22,0.3,11,7
0.34,0.37,12.5,6
0.22,0.3,11,7
0.21,0.53,12,7
0.31,0.31,12.4,7
0.34,0.37,12.5,6
0.42,0.38,12.8,7
0.22,0.3,11,7
0.28,0.43,9.1,5
0.45,0.4,12.4,7
0.29,0.8,12.9,7
0.21,0.87,10.9,6
0.25,0.58,10.8,5
0.21,0.38,10.6,5
0.33,0.52,9,5
0.3,0.33,12,6
0.24,0.35,11.8,5
0.18,0.38,10.6,6
0.335,0.48,12.3,6
0.14,0.64,11.5,6
0.13,0.45,11.1,5
0.33,0.52,9,5
0.29,0.44,9.9,4
0.35,0.53,12.8,7
0.38,0.57,12.9,5
0.24,0.57,12.9,6
0.16,0.68,12,6
0.3,0.33,12,6
0.15,0.27,11.2,6
0.33,0.39,13.3,7
0.2,0.5,9.9,6
0.27,0.52,9.5,6
0.27,0.49,9.4,6
0.2,0.6,11,7
0.13,0.43,9.4,6
0.21,0.82,11.5,6
0.31,0.34,12.5,5
0.2,0.34,11.9,6
0.25,0.47,10.4,6
0.15,0.27,11.2,6
0.22,0.33,12.5,6
0.23,0.4,11,7
0.27,0.37,9.8,5
0.34,0.4,12.3,7
0.16,0.52,11,6
0.3,0.46,12.6,7
0.29,0.62,11.6,6
0.34,0.4,12.3,7
0.21,0.22,13.4,7
0.27,0.37,9.8,5
0.22,0.46,11.5,6
0.27,0.38,11.6,6
0.25,0.4,11.1,7
0.23,0.4,11,7
0.13,0.54,11.3,6
0.24,0.53,9.9,6
0.26,0.33,12.6,8
0.3,0.36,11.8,8
0.38,0.5,11.4,5
0.19,0.5,9.2,6
0.19,0.5,9.2,6
0.19,0.5,9.2,6
0.19,0.5,9.2,6
0.19,0.5,9.2,6
0.19,0.5,9.2,6
0.32,0.42,13,5
0.19,0.5,9.3,7
0.26,0.62,12.6,8
0.24,0.44,9.6,6
0.215,0.44,8,3
0.24,0.42,11.8,6
0.23,0.39,10.2,6
0.33,0.53,12.7,6
0.38,0.56,9.4,5
0.15,0.38,10.2,5
0.32,0.6,12,7
0.22,0.6,11.3,7
0.23,0.53,11.8,7
0.22,0.59,10.9,5
0.48,0.47,9.8,4
0.23,0.49,12.2,8
0.16,0.44,11.1,7
0.38,0.56,9.4,5
0.16,0.47,11.4,6
0.15,0.38,10.2,5
0.32,0.52,12.8,6
0.12,0.67,10.1,7
0.2,0.45,9.4,6
0.34,0.23,12.2,6
0.21,0.65,10.9,7
0.23,0.64,10.9,7
0.21,0.65,10.9,7
0.2,0.45,9.4,6
0.28,0.48,9.4,5
0.25,0.38,11.4,5
0.12,0.32,12.9,8
0.28,0.48,9.4,5
0.17,0.57,12,7
0.25,0.56,10.1,6
0.28,0.48,9.4,5
0.28,0.48,9.4,5
0.25,0.45,9.2,5
0.24,0.44,11.8,6
0.32,0.34,12.3,7
0.25,0.38,11.4,5
0.12,0.32,12.9,8
0.24,0.32,12.3,6
0.22,0.36,13.5,7
0.32,0.42,12.8,7
0.19,0.54,12.8,7
0.32,0.42,12.8,7
0.24,0.38,11,3
0.35,0.43,10.6,6
0.46,0.44,12.4,7
0.3,0.46,12.9,7
0.19,0.59,11.1,7
0.24,0.64,12.9,7
0.145,0.37,11.8,7
0.435,0.54,9.1,6
0.18,0.49,12.7,7
0.18,0.48,12,6
0.32,0.47,11.2,6
0.16,0.75,12.4,7
0.21,0.49,10.4,5
0.29,0.54,10.4,5
0.26,0.5,12.7,6
0.26,0.52,12.5,7
0.17,0.5,12,6
0.17,0.51,11.6,6
0.25,0.38,12.6,7
0.17,0.42,10.2,5
0.17,0.68,10.4,7
0.24,0.42,11.5,5
0.21,0.5,11,6
0.23,0.52,10.1,6
0.23,0.52,10.5,6
0.22,0.41,12.1,7
0.165,0.55,9.9,6
0.425,0.41,11.4,6
0.38,0.6,9.5,6
0.38,0.6,9.5,6
0.38,0.6,9.5,6
0.27,0.39,10.9,6
0.17,0.47,9.5,6
0.3,0.54,12.6,6
0.17,0.47,9.5,6
0.26,0.42,11.1,5
0.36,0.6,9.5,7
0.38,0.6,9.5,6
0.18,0.51,10.6,6
0.18,0.5,10.6,6
0.16,0.52,10.8,6
0.27,0.39,10.9,6
0.17,0.5,9.9,6
0.22,0.59,11.3,6
0.22,0.38,12.6,6
0.36,0.39,12.5,6
0.43,0.38,12.4,6
0.2,0.57,11.8,7
0.32,0.53,12.2,6
0.2,0.37,10.7,6
0.22,0.42,11.3,7
0.36,0.39,12.5,6
0.43,0.38,12.4,6
0.18,0.53,11.3,7
0.17,0.5,9.9,6
0.22,0.59,11.3,6
0.22,0.38,12.6,6
0.2,0.38,11.5,6
0.2,0.49,12.3,7
0.3,0.42,12.2,6
0.29,0.43,13.2,6
0.18,0.45,10.2,6
0.22,0.55,11.5,7
0.29,0.43,13.2,6
0.3,0.42,12.2,6
0.15,0.5,11,6
0.28,0.43,13.2,7
0.19,0.44,9.5,5
0.22,0.53,10.2,6
0.18,0.45,10.2,6
0.4,0.55,11.4,6
0.28,0.42,12.5,8
0.36,0.43,9.2,5
0.28,0.48,12.1,7
0.19,0.44,10.7,7
0.28,0.48,12.1,7
0.22,0.55,11.2,6
0.23,0.56,10.6,6
0.32,0.45,11.8,6
0.28,0.42,12.5,8
0.36,0.43,9.2,5
0.39,0.54,12.6,6
0.24,0.55,12.8,7
0.29,0.37,12.3,6
0.28,0.38,12.3,8
0.38,0.37,12.4,6
0.28,0.42,12.3,6
0.25,0.53,9.1,5
0.26,0.54,9.1,5
0.29,0.47,10.6,6
0.19,0.47,10.3,6
0.33,0.65,9.5,5
0.32,0.49,11.1,6
0.46,0.51,10.8,6
0.19,0.47,11.2,5
0.46,0.51,10.8,6
0.27,0.49,11.4,5
0.18,0.52,11.2,6
0.15,0.5,10.2,6
0.32,0.49,11.1,6
0.33,0.65,9.5,5
0.32,0.49,10.2,6
0.23,0.43,11,3
0.3,0.45,11.5,7
0.14,0.57,9.8,6
0.24,0.51,10.1,6
0.21,0.75,8.8,6
0.3,0.45,11.5,7
0.3,0.43,12.7,7
0.37,0.51,9.8,6
0.64,0.6,12.9,4
0.37,0.51,9.8,6
0.3,0.43,12.7,7
0.28,0.44,8.5,5
0.29,0.56,12.7,8
0.28,0.64,13.1,8
0.18,0.78,9.1,5
0.32,0.71,12.5,6
0.17,0.78,9.1,6
0.17,0.78,9.1,6
0.24,0.5,11.2,6
0.32,0.71,12.5,6
0.18,0.78,9.1,5
0.17,0.78,9.1,6
0.18,0.77,9.1,6
0.29,0.35,11.5,5
0.255,0.59,12.9,7
0.34,0.39,12.5,6
0.24,0.33,12.3,6
0.24,0.85,11.4,6
0.4,0.45,9.4,5
0.3,0.53,9.1,5
0.4,0.45,9.4,5
0.17,0.66,12,5
0.25,0.53,11.1,5
0.27,0.33,11.8,7
0.16,0.32,11.4,6
0.3,0.53,9.1,5
0.15,0.71,12.1,8
0.34,0.44,10.4,6
0.17,0.36,9.2,6
0.47,0.46,13,7
0.15,0.71,12.1,8
0.21,0.43,11.5,7
0.21,0.43,11.5,7
0.24,0.7,10,5
0.34,0.49,11.1,6
0.54,0.35,12.4,5
0.23,0.38,12.2,6
0.39,0.52,10.6,5
0.105,0.41,11.1,7
0.32,0.78,13.9,7
0.22,0.3,9.2,6
0.19,0.56,10.5,6
0.24,0.59,11.3,8
0.17,0.45,12.9,6
0.3,0.39,12.9,7
0.29,0.51,9.6,5
0.19,0.45,12.9,6
0.17,0.45,12.9,6
0.24,0.45,8.8,5
0.16,0.34,13.2,8
0.22,0.3,9.2,6
0.24,0.59,11.3,8
0.19,0.56,10.5,6
0.16,0.59,10.5,6
0.3,0.6,12.6,8
0.22,0.5,9.5,6
0.36,0.56,9.8,6
0.37,0.26,13.4,8
0.31,0.44,11.8,7
0.36,0.56,9.8,6
0.32,0.57,13.1,7
0.3,0.6,12.6,8
0.22,0.45,10.4,5
0.45,0.27,13.4,8
0.36,0.27,13,7
0.37,0.26,13.4,8
0.21,0.52,10.2,7
0.28,0.39,11.7,6
0.22,0.5,9.5,6
0.2,0.46,11.7,6
0.28,0.47,11.4,8
0.31,0.44,11.8,7
0.2,0.32,11.2,6
0.28,0.44,13,7
0.28,0.44,13,7
0.24,0.52,10.9,6
0.22,0.37,11.6,7
0.24,0.54,11.3,7
0.43,0.5,12,6
0.3,0.53,10.5,6
0.33,0.4,13.1,7
0.28,0.44,13,7
0.24,0.52,10.9,6
0.29,0.57,9.1,5
0.33,0.48,13.4,7
0.16,0.64,11.5,7
0.2,0.68,11.2,7
0.33,0.57,10.9,6
0.36,0.44,13.5,7
0.29,0.57,9.1,5
0.26,0.55,9.9,6
0.22,0.56,10.5,6
0.19,0.51,11.7,7
0.21,0.68,11,6
0.35,0.43,13,6
0.38,0.41,13.6,6
0.19,0.62,12.3,7
0.33,0.53,13.3,7
0.29,0.42,13.7,7
0.2,0.52,11.1,5
0.33,0.43,13.4,7
0.23,0.3,9.1,5
0.23,0.5,11.3,7
0.32,0.46,9.4,5
0.23,0.3,9.1,5
0.36,0.4,11.6,6
0.36,0.4,11.6,6
0.27,0.35,12.4,6
0.23,0.32,9.8,6
0.75,0.25,11.1,4
0.35,0.38,13.1,7
0.31,0.53,9.7,5
0.28,0.48,9.2,5
0.23,0.78,11.7,6
0.22,0.37,10.6,6
0.31,0.53,9.7,5
0.28,0.48,9.2,5
0.24,0.39,10.9,6
0.27,0.51,10.1,5
0.28,0.44,12.2,7
0.27,0.33,12.7,6
0.28,0.37,13,6
0.26,0.33,11.2,6
0.23,0.48,9.4,6
0.33,0.53,11,6
0.33,0.53,11,6
0.2,0.48,9.2,6
0.23,0.48,9.4,6
0.2,0.48,9.2,6
0.47,0.45,12.3,6
0.33,0.53,11,6
0.14,0.67,10,6
0.22,0.48,9,6
0.22,0.48,9,6
0.22,0.48,9,6
0.2,0.36,11.1,6
0.14,0.6,9.9,6
0.21,0.48,12.2,7
0.2,0.36,11.1,6
0.22,0.48,9,6
0.34,0.36,11.8,4
0.64,0.62,12.9,6
0.48,0.35,9,5
0.37,0.33,12.4,6
0.48,0.35,9,5
0.64,0.62,12.9,6
0.25,0.36,11.2,6
0.38,0.41,12.6,6
0.26,0.39,11.5,6
0.15,0.72,11.3,7
0.25,0.36,11.2,6
0.26,0.39,11.5,6
0.655,0.51,10.5,4
0.38,0.41,12.6,6
0.31,0.48,11.9,6
0.17,0.52,10.1,6
0.18,0.45,11,7
0.28,0.56,10.6,5
0.23,0.59,11.3,7
0.22,0.37,11.2,4
0.25,0.37,11.5,7
0.3,0.35,11.1,5
0.26,0.49,12.8,7
0.32,0.46,12.3,6
0.24,0.53,10.4,6
0.25,0.37,11.5,7
0.24,0.37,11.7,7
0.28,0.44,10.7,7
0.19,0.5,9.5,6
0.19,0.5,9.5,6
0.19,0.5,9.5,6
0.19,0.68,12,7
0.28,0.45,10.8,5
0.28,0.44,10.7,7
0.28,0.44,10.7,7
0.19,0.44,10.7,7
0.16,0.4,12.1,7
0.17,0.52,11.9,7
0.19,0.37,10.8,6
0.2,0.56,12.3,7
0.39,0.57,9.4,6
0.12,0.35,9.9,6
0.295,0.61,10.4,7
0.26,0.6,10.4,6
0.32,0.6,12.6,7
0.36,0.36,12.5,6
0.35,0.47,9.4,5
0.38,0.6,9.2,5
0.14,0.54,11.2,6
0.16,0.46,9.2,6
0.16,0.46,9.2,6
0.35,0.47,9.4,5
0.14,0.54,11.2,6
0.16,0.55,10.8,6
0.16,0.46,9.2,6
0.38,0.6,9.2,5
0.24,0.36,12.5,6
0.32,0.54,9.3,5
0.29,0.5,11.4,5
0.27,0.56,10,7
0.45,0.42,10.6,6
0.2,0.75,10.7,7
0.27,0.56,10,7
0.24,0.36,12.5,6
0.45,0.42,10.6,6
0.36,0.27,12.8,7
0.32,0.54,9.3,5
0.29,0.5,11.4,5
0.37,0.43,9.5,5
0.38,0.43,9.5,6
0.36,0.43,9.5,6
0.3,0.38,10.8,6
0.3,0.38,10.8,6
0.21,0.47,8.8,6
0.3,0.38,10.8,6
0.31,0.38,11,7
0.58,0.38,12.4,6
0.26,0.75,11.3,7
0.3,0.49,11.2,7
0.29,0.66,12.5,7
0.13,0.44,10,6
0.19,0.56,11,6
0.25,0.88,10.5,6
0.25,0.88,10.5,6
0.19,0.56,11,6
0.24,0.54,11.4,7
0.18,0.44,11.3,6
0.33,0.52,12.2,7
0.29,0.66,12.6,7
0.31,0.37,11.1,5
0.29,0.47,12.3,6
0.19,0.59,10.4,4
0.32,0.48,8.8,6
0.085,0.61,9.5,6
0.32,0.48,8.8,6
0.18,0.44,10.4,6
0.52,0.27,13,7
0.28,0.46,12.2,7
0.15,0.34,10.5,8
0.275,0.42,10.8,7
0.53,0.53,13.2,8
0.32,0.57,13,8
0.22,0.47,10,6
0.6,0.48,10.4,4
0.26,0.54,12.4,6
0.29,0.34,12.9,8
0.53,0.53,13.2,8
0.21,0.56,10.5,7
0.32,0.57,13,8
0.27,0.36,11.2,5
0.37,0.55,12.7,7
0.21,0.52,9.4,6
0.3,0.32,12.9,7
0.41,0.35,13,8
0.3,0.4,13.6,7
0.34,0.55,9.1,5
0.25,0.43,10.4,6
0.3,0.4,13.6,7
0.58,0.44,12.2,6
0.23,0.51,8.7,5
0.2,0.37,10.5,7
0.15,0.78,10.2,6
0.22,0.34,12.5,8
0.16,0.75,11.3,7
0.15,0.78,10.2,6
0.31,0.63,12.6,7
0.15,0.78,10.2,6
0.3,0.5,9.8,5
0.16,0.34,10.8,5
0.21,0.56,12.5,6
0.22,0.34,12.5,8
0.21,0.31,11.5,7
0.22,0.41,11.4,6
0.2,0.37,10.5,7
0.31,0.63,12.6,7
0.23,0.51,8.7,5
0.15,0.68,11,6
0.16,0.75,11.3,7
0.15,0.78,10.2,6
0.22,0.74,11.6,6
0.3,0.5,9.8,5
0.3,0.52,10.1,5
0.26,0.5,9.2,5
0.24,0.53,9.1,6
0.24,0.53,9.1,6
0.24,0.53,9.1,6
0.24,0.53,9.1,6
0.15,0.5,11.7,6
0.34,0.44,12.6,6
0.35,0.47,9,5
0.31,0.44,10.1,5
0.67,0.34,13.6,5
0.24,0.53,9.1,6
0.2,0.54,9.2,5
0.28,0.51,8.8,5
0.18,0.36,10,4
0.35,0.48,9.1,6
0.22,0.35,11.2,5
0.18,0.52,9.2,6
0.26,0.5,9.2,5
0.3,0.48,9.5,5
0.34,0.6,11.9,7
0.3,0.62,9.8,5
0.31,0.62,9.8,5
0.265,0.44,10.8,7
0.255,0.66,11.3,6
0.26,0.34,12.1,6
0.17,0.34,11.3,7
0.265,0.44,10.8,7
0.2,0.41,13.5,7
0.28,0.45,10.3,5
0.22,0.53,9,6
0.34,0.35,11.6,6
0.28,0.45,10.3,5
0.19,0.68,12.5,6
0.21,0.45,8.6,5
0.22,0.33,13.4,6
0.32,0.79,12.7,4
0.21,0.51,9.2,5
0.26,0.35,10.2,6
0.15,0.39,9,7
0.15,0.39,9,7
0.15,0.39,9,7
0.15,0.39,9,7
0.15,0.39,9,7
0.15,0.39,9,7
0.15,0.39,9,7
0.27,0.4,11.9,5
0.22,0.42,9,6
0.24,0.51,9,5
0.28,0.59,11,6
0.15,0.39,9,7
0.17,0.5,10,5
0.26,0.46,10.7,5
0.27,0.46,10.7,5
0.46,0.77,13.4,8
0.19,0.39,11,6
0.17,0.5,10,5
0.26,0.46,10.7,5
0.27,0.46,10.7,5
0.19,0.39,11,6
0.2,0.39,11,6
0.17,0.37,11.1,7
0.2,0.52,10.9,5
0.39,0.37,11.5,5
0.46,0.77,13.4,8
0.4,0.49,9.4,5
0.4,0.49,9.4,5
0.4,0.49,9.4,5
0.24,0.38,10.6,6
0.4,0.49,9.4,5
0.27,0.65,12,4
0.27,0.42,10.2,6
0.24,0.38,10.6,6
0.61,0.37,13.5,5
0.42,0.58,9.7,5
0.33,0.32,12.2,6
0.33,0.57,12.3,5
0.33,0.32,12.2,6
0.15,0.57,11.4,7
0.32,0.7,12.7,7
0.42,0.58,9.7,5
0.25,0.29,10.8,6
0.27,0.29,11,6
0.27,0.48,9.5,5
0.25,0.49,10.1,6
0.19,0.4,13.2,7
0.29,0.34,8.8,5
0.34,0.48,9.5,5
0.27,0.48,9.5,5
0.26,0.47,9.5,6
0.27,0.48,9.5,5
0.26,0.47,9.5,5
0.25,0.58,10.4,6
0.32,0.55,9.9,6
0.24,0.48,10,5
0.25,0.49,10.1,6
0.13,0.39,9.4,6
0.39,0.47,9.3,5
0.21,0.52,10.9,5
0.3,0.57,11.4,5
0.2,0.73,10.3,5
0.18,0.51,11,6
0.21,0.52,10.9,5
0.17,0.4,10.8,6
0.2,0.73,10.3,5
0.18,0.51,11,6
0.39,0.47,9.3,5
0.21,0.59,10.2,5
0.21,0.59,10.2,6
0.17,0.4,10.8,6
0.26,0.52,10.5,3
0.28,0.52,11.1,5
0.21,0.52,10.9,5
0.3,0.57,11.4,5
0.34,0.49,10.3,5
0.43,0.33,12.9,7
0.41,0.59,9.9,5
0.4,0.44,11.3,6
0.35,0.4,11.5,6
0.35,0.4,11.5,6
0.3,0.38,10.7,5
0.28,0.56,10.4,6
0.33,0.64,12.5,6
0.26,0.48,9.5,5
0.24,0.56,11.3,7
0.46,0.54,13,6
0.35,0.4,11.5,6
0.23,0.39,11.5,5
0.4,0.44,11.3,6
0.44,0.57,13.2,7
0.26,0.28,11.5,7
0.31,0.44,9.6,5
0.31,0.44,9.6,5
0.15,0.37,9.7,6
0.41,0.62,9.2,5
0.31,0.48,8.4,5
0.27,0.45,12.4,6
0.27,0.45,12.4,6
0.41,0.62,9.2,5
0.31,0.48,8.4,5
0.37,0.36,11.7,6
0.21,0.56,11,6
0.26,0.43,11.9,6
0.34,0.5,13.2,7
0.37,0.36,11.7,6
0.32,0.54,9.1,5
0.24,0.35,12.6,6
0.32,0.54,9.1,5
0.39,0.46,10.5,6
0.31,0.64,10.6,5
0.24,0.35,12.6,6
0.17,0.33,13.7,7
0.2,0.49,12,6
0.32,0.73,12.5,7
0.12,0.68,12.1,6
0.18,0.38,11.3,6
0.2,0.49,12,6
0.17,0.55,10.3,6
0.21,0.31,12.7,6
0.25,0.37,9.2,5
0.25,0.37,9.2,5
0.22,0.47,9.5,6
0.27,0.34,10.1,6
0.27,0.34,10.1,6
0.39,0.53,13,7
0.31,0.56,13.1,6
0.23,0.55,11,6
0.25,0.37,9.2,5
0.22,0.36,9.4,6
0.22,0.47,9.5,6
0.23,0.4,10.2,6
0.27,0.34,10.1,6
0.36,0.49,8.6,4
0.37,0.51,9,5
0.26,0.5,9.6,5
0.22,0.44,9.9,7
0.22,0.38,10.5,5
0.28,0.5,11.4,5
0.35,0.49,9.4,5
0.73,0.28,11.1,4
0.28,0.45,8.9,6
0.28,0.45,8.9,6
0.2,0.52,10.8,5
0.33,0.55,12.2,6
0.28,0.45,8.9,6
0.24,0.63,12.5,6
0.33,0.55,12.2,6
0.24,0.63,12.5,6
0.28,0.45,8.9,6
0.27,0.37,10.8,6
0.38,0.31,11.4,6
0.2,0.52,10.8,5
0.21,0.39,10.6,5
0.34,0.39,9.2,5
0.435,0.46,12.2,6
0.25,0.45,12.3,6
0.26,0.56,10.4,6
0.24,0.57,10.4,6
0.23,0.55,11,7
0.21,0.39,10.6,5
0.34,0.39,9.2,5
0.65,0.36,13.5,4
0.22,0.64,11.4,6
0.27,0.38,11.5,6
0.455,0.83,14,7
0.33,0.63,12.5,7
0.33,0.63,12.5,7
0.31,0.36,12.8,7
0.39,0.43,11.2,7
0.39,0.43,11.2,7
0.37,0.27,13.6,6
0.23,0.42,9.2,6
0.33,0.63,12.5,7
0.25,0.48,11.1,6
0.39,0.43,11.2,7
0.455,0.83,14,7
0.37,0.27,13.6,6
0.28,0.52,9.4,5
0.35,0.4,14.2,7
0.31,0.4,13.2,6
0.25,0.53,11.2,6
0.36,0.57,10.2,5
0.31,0.36,12.8,7
0.31,0.39,10.1,5
0.31,0.39,10.1,5
0.22,0.31,10.3,5
0.14,0.33,9.9,6
0.22,0.31,11.5,5
0.32,0.56,9,5
0.32,0.56,9,5
0.28,0.41,12.1,6
0.3,0.41,13.3,6
0.22,0.6,11.5,8
0.31,0.52,11,4
0.27,0.53,10.7,6
0.46,0.56,9.4,5
0.23,0.61,10.3,6
0.36,0.42,9.3,5
0.18,0.6,12,6
0.27,0.6,11,6
0.4,0.5,9.3,5
0.345,0.4,10.1,5
0.23,0.47,11.1,6
0.2,0.58,9.9,6
0.27,0.6,11,6
0.27,0.6,11,6
0.3,0.42,12.5,6
0.3,0.44,12.7,7
0.14,0.45,9.3,5
0.4,0.5,9.3,5
0.345,0.4,10.1,5
0.33,0.51,8.8,5
0.16,0.47,11.2,6
0.22,0.54,10.8,7
0.33,0.51,8.8,5
0.16,0.47,11.2,6
0.24,0.46,10.3,5
0.31,0.48,12,5
0.185,0.41,9.5,6
0.185,0.41,9.5,6
0.43,0.54,9.8,6
0.39,0.51,9,5
0.58,0.53,13,7
0.34,0.44,11.8,7
0.35,0.52,8.8,5
0.38,0.55,11.2,4
0.185,0.41,9.5,6
0.27,0.54,9.4,4
0.29,0.51,9.5,6
0.17,0.49,10.4,6
0.18,0.49,9.8,7
0.17,0.49,10.4,6
0.37,0.56,10.3,6
0.27,0.54,9.4,4
0.29,0.51,9.5,6
0.24,0.81,11.9,7
0.32,0.65,12.8,7
0.27,0.38,13,6
0.29,0.59,10.4,7
0.29,0.59,10.4,6
0.22,0.4,10.7,5
0.22,0.76,10.7,7
0.24,0.81,11.9,7
0.23,0.42,10.4,6
0.32,0.65,12.8,7
0.11,0.37,9.9,6
0.11,0.37,9.9,6
0.23,0.71,9.4,6
0.2,0.43,11.4,6
0.11,0.37,9.9,6
0.23,0.71,9.4,6
0.2,0.39,9.2,5
0.19,0.57,10.5,7
0.28,0.54,11,7
0.28,0.54,11,7
0.37,0.72,12.1,5
0.28,0.54,11,7
0.26,0.39,12.8,7
0.24,0.98,10.5,6
0.24,0.98,10.5,6
0.24,0.98,10.5,6
0.25,0.4,9.5,5
0.25,0.45,9.2,6
0.14,0.72,11.1,6
0.38,0.5,12.3,7
0.14,0.72,11.1,6
0.15,0.58,12.6,6
0.25,0.4,9.5,5
0.25,0.45,9.2,6
0.22,0.57,10.8,6
0.21,0.6,11.3,6
0.26,0.39,12.8,7
0.24,0.98,10.5,6
0.46,0.56,9.8,6
0.18,0.61,8.5,6
0.32,0.5,9.3,5
0.4,0.52,9.2,5
0.23,0.51,11.4,6
0.18,0.61,8.5,6
0.32,0.5,9.3,5
0.37,0.46,8.4,4
0.23,0.4,9.2,5
0.4,0.52,9.2,5
0.19,0.79,10.4,6
0.28,0.56,11.6,6
0.32,0.6,12.4,6
0.19,0.79,10.4,6
0.26,0.54,9.3,5
0.25,0.46,12.2,6
0.28,0.46,11,6
0.19,0.38,11.4,5
0.29,0.41,9.5,5
0.27,0.53,9.2,5
0.26,0.62,11.1,6
0.27,0.53,9.2,5
0.2,0.58,11,6
0.33,0.48,9.9,5
0.34,0.46,9.9,5
0.29,0.41,9.5,5
1.1,0.47,12.4,4
0.24,0.5,9.4,5
0.24,0.52,9.3,5
0.16,0.43,8.7,7
0.16,0.43,8.7,7
0.16,0.43,8.7,7
0.16,0.43,8.7,7
0.17,0.43,9,7
0.19,0.63,10.7,6
0.19,0.63,10.7,6
0.16,0.58,11.3,6
0.16,0.43,8.7,7
0.3,0.38,11.7,6
0.24,0.52,9.3,5
0.16,0.43,8.7,7
0.17,0.43,9,7
0.3,0.38,11.7,6
0.43,0.51,10.7,5
0.17,0.54,11.4,6
0.19,0.63,10.7,6
0.16,0.58,11.3,6
0.41,0.42,10,5
0.41,0.42,10,5
0.36,0.49,11.2,6
0.17,0.41,9.7,5
0.28,0.42,12.5,5
0.5,0.78,12.9,8
0.44,0.36,11.8,6
0.38,0.72,10.6,5
0.44,0.36,11.8,6
0.24,0.37,10.7,6
0.28,0.51,9.9,5
0.26,0.46,12,6
